recipe_name,source,url,servings,calories,image_url,diet_labels,health_labels,cautions,cuisine_type,meal_type,dish_type
Thai Cucumber and Pineapple Salad,food.com,http://www.food.com/recipe/thai-cucumber-and-pineapple-salad-503445,2,531.4208889,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00ddcb66284eee5529d6e306a5632cb908725cd8244e34f7f4afc4df4040e2d9/21066708.jpg,"[""Balanced"",""High-Fiber""]","[""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Tree-Nut-Free"",""Soy-Free"",""Shellfish-Free""]","[""Shellfish"",""Sulfites"",""FODMAP""]","[""south east asian""]","[""lunch/dinner""]","[""salad""]"
Fruit Salsa with Homemade Cinnamon Chips,vintagecooking.com,http://www.vintagecooking.com/fruit-salsa-with-homemade-cinnamon-chips/,12,4130.828592469543,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00dff0f1d9885d1bc2e639ae5920cb83ff24e93a10eee7cd4ff5b58501fd0500/21086978.jpg,"[""Low-Fat""]","[""Vegetarian"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""mexican""]","[""snack""]","[""desserts""]"
Lox,Foodista,http://www.foodista.com/recipe/48JGHY42/lox,2,2455.430324,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00e1f80a526e7867a1de66d8fc49708fb756a1c81f55ed9db22332d82212731f/21065346.jpg,"[""Low-Carb""]","[""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Shellfish-Free""]",[],"[""nordic""]","[""snack""]","[""main course""]"
Baked Chocolate Mousse Cake recipes,bakingparttime.com,http://bakingparttime.com/baked-chocolate-mousse-cake/,4,4193.89142,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00e1fc7cbd2f8df2bbb6970e04066a89db6a70ab7354162a310815e848c66095/21123213.jpeg,"[""High-Fiber""]","[""Vegetarian"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""desserts""]"
Nutella Popsicles Recipe,yummytummyaarthi.com,http://www.yummytummyaarthi.com/2017/06/nutella-popsicles-recipe.html,10,2875.38,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00e5d804b09a149b6b1c1570fe08aa0a8ad3461ae6781b0a456b32ba715166f0/21133712.jpg,"[""Low-Sodium""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""snack""]","[""desserts""]"
Best Homemade Pizza Dough Recipe,clarkscondensed.com,http://www.clarkscondensed.com/food/best-homemade-pizza-dough-recipe/,8,2702.844,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00e67bcddab920a3c034fb40d30d9cb320cc0dda87f3a295b3896b86d172b06b/21105307.jpg,"[""Low-Fat""]","[""Vegetarian"",""Dairy-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""italian""]","[""lunch/dinner""]","[""bread""]"
Pineapple Upside Down Banana Pancakes,tastykitchen.com,https://tastykitchen.com/recipes/breakfastbrunch/pancakeswaffles/pineapple-upside-down-banana-pancakes/,8,1783.661495,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00e696aa6b2c5f3bb4a87ab5e41e46c187eada5f3ca54eb3403131d2519cd1ad/21109899.jpg,[],"[""Vegan"",""Vegetarian"",""Dairy-Free"",""Egg-Free"",""Peanut-Free"",""Fish-Free"",""Shellfish-Free""]","[""Gluten"",""Wheat"",""Sulfites""]","[""american""]","[""breakfast""]","[""pancake""]"
Balsamic Berries and Cream,tastykitchen.com,https://tastykitchen.com/recipes/breads/balsamic-berries-and-cream/,2,183.135,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00ea2d89ded73d72a1ca3f16bb1608c762af33a608c54819021119eb58a5e5f4/21093460.jpg,"[""Low-Fat"",""Low-Sodium""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""salad""]"
Mediterranean Crusted Chicken,Allrecipes,https://www.allrecipes.com/recipe/17142/mediterranean-crusted-chicken,6,2522.179231007825,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00ebe2eeb6eb5e5da530f6a27745e4ddedaa5a5a1d0a8f2204215f23f25558fa/21056788.jpg,"[""Low-Carb""]","[""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""mediterranean""]","[""lunch/dinner""]","[""main course""]"
Smoked Turkey (Without Smoker),Allrecipes,https://www.allrecipes.com/recipe/254884/smoked-turkey-without-smoker,12,6586.554069056001,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00ed55222b6a2eb01a10448ff82015b5f95ff0f504191461f429166329334bb3/21020241.jpg,"[""High-Protein"",""Low-Carb""]","[""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""lunch/dinner""]","[""main course""]"
Crispiest Buttermilk Fried Chicken,Allrecipes,https://www.allrecipes.com/recipe/272370/crispiest-buttermilk-fried-chicken,8,10263.20549999941,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00ed605ebd7aad9d59fc63ea64b601fa0d5fc003325a3974207dd0c20bee802a/21057918.jpg,"[""Low-Carb""]","[""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""lunch/dinner""]","[""main course""]"
Mixed Roasted Rosemary Potatoes,seemomclick.com,http://seemomclick.com/pandoras-plate-mixed-roasted-rosemary-potatoes/,4,842.2827391666666,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00ee578f75814548ab7332532cd4abdfd983e629e6763bf4cb0019bbe8464832/21107886.jpg,"[""High-Fiber""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""mediterranean""]","[""lunch/dinner""]","[""starter""]"
American Berry Pie recipes,Land O'Lakes,https://www.landolakes.com/recipe/16619/american-berry-pie/,8,3236.899993557807,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00eec7e2e3a8ece72a018b35e80baed87c1c061ce64eb6ed786e89c0383361f0/21127859.jpeg,"[""Low-Sodium""]","[""Vegetarian"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Gluten"",""Wheat"",""Sulfites""]","[""american""]","[""lunch/dinner""]","[""desserts""]"
Slow Cooker Spiced Plum Butter,leelalicious.com,http://leelalicious.com/slow-cooker-spiced-plum-butter/,4,939.8289804,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00f14cafa93d3546039b510137105ce45fde13f385c5132c14fb5e4fa64b70ad/21080192.jpg,"[""Low-Fat"",""Low-Sodium""]","[""Vegetarian"",""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""desserts""]"
The Brandy Milk Punch,The Daily Meal,http://www.thedailymeal.com/recipes/brandy-milk-punch-3-recipe,1,246.0306525414063,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00f38b7fa80df2ad5c891ab49306b36efb00fd2f81f65ad99f6927c55deb9942/21046999.jpg,"[""Low-Fat"",""Low-Sodium""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""world""]","[""lunch/dinner""]","[""alcohol cocktail""]"
Basil Coconut Orange Brown Rice Breakfast Bowl recipes,theartfuldesperado.com,http://www.theartfuldesperado.com/creamy-basil-coconut-orange-brown-rice-breakfast-bowl-dairy-free/,2,1175.933124999279,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00f3affd47f6bf647c278d3a11aad922e3edd44b345ac568245946926eb657b8/21122895.jpeg,"[""Low-Sodium""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Tree-Nuts"",""Sulfites"",""FODMAP""]","[""american""]","[""breakfast""]","[""desserts""]"
Sweet Potato Fries,Food Network,https://www.foodnetwork.com/recipes/ree-drummond/sweet-potato-fries-recipe-2008565,6,1336.816025,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00f41ec5c2b41c182415f4debb07df32ffde76b0d2f6237bb53c34d0dbddff30/21109663.jpg,[],"[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""lunch/dinner""]","[""starter""]"
Pistachio Dark-Chocolate Crisps,Epicurious,https://www.epicurious.com/recipes/food/views/pistachio-dark-chocolate-crisps-240988,8,1631.281922,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00f9dcbfe2f28f8fb67bd69bf5b5867562b987f3a302de7b8bf9bb2e040a2a79/21021522.jpg,"[""Low-Sodium""]","[""Vegetarian"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""snack""]","[""desserts""]"
Beautiful Baked Ziti,Allrecipes,https://www.allrecipes.com/recipe/218849/beautiful-baked-ziti/,9,6263.469015399784,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00f9f59467355320dd0350b4d2ad9591c1321dcd74d29bd56b1302fda3a55e00/21048886.jpg,"[""Low-Carb""]","[""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
Goji Berry Trail Mix,food.com,http://www.food.com/recipe/goji-berry-trail-mix-214710,30,2676,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00f9ffe1ba473d83885ec06f10b41d8afb023956e820f259dd4081e6aaffa8e8/21089263.jpg,"[""Balanced"",""Low-Sodium""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites"",""FODMAP""]","[""american""]","[""snack""]","[""preps""]"
Lobster Ravioli,EatingWell,https://www.eatingwell.com/recipe/277667/lobster-ravioli,2,1315.473106751864,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00fae806e39bfecc1e71d3a119e1088b8ff5ff27d55a86507b7cc751d14ce0f1/21081873.jpg,[],"[""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
"Mini Baked Frittata with Potatoes, Bacon, Sharp Cheddar, and Green Onions",fortheloveofcooking.net,https://fortheloveofcooking.net/2012/09/mini-baked-frittata-with-potatoes-bacon-sharp-cheddar-and-green-onions.html,1,431.1498965278951,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00fc02be4d0d020253870fceafc039d1d4016eacf6ea01fcf2ac55e5dfd6dcd2/21094786.jpg,"[""Balanced"",""High-Fiber""]","[""Gluten-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""breakfast""]","[""egg"",""main course""]"
Country White Bread,Allrecipes,https://www.allrecipes.com/recipe/125260/country-white-bread/,32,4008.587975086495,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00fd039937ff3d304d40f42339cd4b443708bb8cde7c8ae72c148eb2a685f2fc/21126314.jpg,"[""Low-Sodium""]","[""Vegetarian"",""Dairy-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""breakfast""]","[""bread""]"
Smokey Veggie Soup,food.com,http://www.food.com/recipe/smokey-veggie-soup-280891,6,1318.967541779015,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00fd0c46909f0fec9843f7f167fc6f903b51fe4916313ba1c8016a26c77a14ca/21095296.jpg,"[""Balanced"",""High-Fiber""]","[""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Gluten"",""Wheat"",""Sulfites""]","[""american""]","[""lunch/dinner""]","[""soup""]"
Velveeta Spaghetti Sauce,tastykitchen.com,https://tastykitchen.com/recipes/main-courses/velveeta-spaghetti-sauce/,8,7175.059884786951,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/00ff8bad3179cc8dd797f2a6598058136d2c03bf4a0a307f8774eb9d76e72ca2/21107718.jpg,"[""Balanced"",""High-Fiber""]","[""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
Popeyes Sweet Potato Casserole,The Daily Meal,http://www.thedailymeal.com/recipes/popeyes-sweet-potato-casserole-recipe,12,2035.073903,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0100188e5f8b2115c6f154d73d1f4860987961d275de0cead0268d123b734399/21105583.jpg,[],"[""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites"",""FODMAP""]","[""south american""]","[""lunch/dinner""]","[""main course""]"
Peanut Brittle Brownies,jessicasepel.com,https://jessicasepel.com/peanut-brittle-brownies/,12,3330.403,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0100a41422bc2ab1d4a611f8abd4ef8c4975898edbdd481648d7b187e3e143d3/21131148.jpg,"[""High-Fiber"",""Low-Sodium""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Tree-Nuts"",""Sulfites"",""FODMAP""]","[""french""]","[""snack""]","[""desserts""]"
Black Tie Avocado Mousse,tastykitchen.com,https://tastykitchen.com/recipes/desserts/black-tie-avocado-mousse/,4,1181.739999999997,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/010415afe7104fe566440716fca88a84300c6ff9cb886865715e4012610cdd7e/21094933.jpg,"[""High-Fiber"",""Low-Sodium""]","[""Vegetarian"",""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""british""]","[""snack""]","[""desserts""]"
Apple Cider and Rosemary Ice Pops,Bon Appetit,https://www.bonappetit.com/recipe/apple-cider-and-rosemary-ice-pops,12,862.242,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/010525b8bfa93c5fd2813bd7d7f1558a7aef0ce5e35aa693fae86747cb40c794/20972855.jpg,"[""Low-Fat"",""Low-Sodium""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""mediterranean""]","[""snack""]","[""desserts""]"
Chicken Asparagus Pasta Recipe,Taste of Home,http://www.tasteofhome.com/Recipes/Chicken-Asparagus-Pasta,2,1042.448158,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/010560c430fd7298a29bfc9d842c81446c30e3df29af07455d7f90ec177defea/21098633.jpg,[],"[""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
Banana Oatmeal Pancakes,pinchandswirl.com,https://pinchandswirl.com/banana-oatmeal-pancakes,4,1481.874854,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0106708815d23fb4a74f641ca10f4d6badf6215c0ab779f8adeda73d419cdda2/21057709.jpg,"[""Balanced""]","[""Vegetarian"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""breakfast""]","[""pancake""]"
Sweet Potato and Apple Salad,food.com,http://www.food.com/recipe/sweet-potato-and-apple-salad-431045,10,1626.047845,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0107eb1f95550d24f9da8b3e95ccf37169f43b4c4597ed73ecffb077ade8ee2f/21121475.jpg,[],"[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites"",""FODMAP""]","[""south american""]","[""lunch/dinner""]","[""salad""]"
Stuffed Delicata Squash,Food52,https://food52.com/recipes/65680-stuffed-delicata-squash,6,5719.868780184375,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/010e765e788c9edadc9997c494fdf3eaef789e509b07abc541b0dae032c2c017/21035644.jpg,"[""High-Fiber""]","[""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""main course""]"
Italian Stuffed Peppers,food.com,http://www.food.com/recipe/italian-stuffed-peppers-507546,4,2504.177980911111,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0110c34d5cff04e4d3977c860a5c0dec012c620386f3c1a94c9cc637e7ddef3d/21101632.jpg,"[""Low-Carb""]","[""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
Fresh Pea Soup with Veal Meatballs,eatsmarter.com,https://eatsmarter.com/recipes/fresh-pea-soup-with-veal-meatballs,6,797.7170864380705,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/011218d7ef5284b6d33025631550bbc32a1b61ccd6f7204921bea73f5fcfba1b/21070853.jpg,"[""Balanced""]","[""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""british""]","[""lunch/dinner""]","[""soup""]"
Overnight Blackberry Ginger Oatmeal recipes,ladybehindthecurtain.com,http://www.ladybehindthecurtain.com/overnight-blackberry-ginger-oatmeal/,2,712.2610879756377,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0113e5676674f5f5542ed7e87deabe451362706ff9c1a8c1a7663f1ee76acf34/21110800.jpeg,"[""High-Fiber"",""Low-Sodium""]","[""Vegetarian"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""breakfast""]","[""desserts""]"
"Chickpea, red pepper, egg & feta hash",BBC Good Food,https://www.bbcgoodfood.com/recipes/chickpea-red-pepper-egg-feta-hash,6,1129.7445,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/01151e6f5c8379c96d1d84395ed8057dda0413926124973343b19dd60c7030ed/20976157.jpg,"[""Balanced"",""High-Fiber""]","[""Vegetarian"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""greek"",""mediterranean""]","[""lunch/dinner""]","[""main course""]"
Roast Chicken with Carrots,Simply Recipes,https://www.simplyrecipes.com/recipes/roasted_chicken_with_carrots,4,4549.801624672875,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0115568f92a9c2a1e40069252f539b86cfe5bb348c32dd8d50ce782d6fb837ef/20987333.jpg,"[""High-Fiber"",""Low-Carb""]","[""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""french""]","[""lunch/dinner""]","[""main course""]"
Broken Noodle Zucchini Soup,gardendish.com,http://www.gardendish.com/broken-noodle-zucchini-soup/,8,2226.594199099732,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0115c909573c8c370bb6ba7ba8645b497893d043aa350a918878d299b2e6c1ae/21111562.jpg,"[""High-Fiber"",""Low-Fat"",""Low-Sodium""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""asian""]","[""lunch/dinner""]","[""soup""]"
Southwest Salsa,BigOven,https://www.bigoven.com/recipe/southwest-salsa/171269,16,336.5689999996991,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/01196e229d2b5ffc458ab55425df3910a70080a3e5249ecb8f6234f41dd89d5a/21122157.jpg,"[""Low-Fat""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites"",""FODMAP""]","[""mexican""]","[""lunch/dinner""]","[""condiments and sauces""]"
Ramen Croutons recipes,macheesmo.com,http://www.macheesmo.com/how-to-make-ramen-croutons/,50,1244.54,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/011b972f47dc2a31e7ac28ccb94992ecc912cf38e47cbbf922ee9ff870ee3658/21134518.jpeg,"[""Balanced"",""Low-Sodium""]","[""Vegetarian"",""Dairy-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""japanese""]","[""snack""]","[""main course""]"
Spicy Stir-Fried Pork,Tasting Table,https://www.tastingtable.com/entry_detail/chefs_recipes/13040/A_stir_fry_thats_quick_healthful_and_flavorful.htm,4,1117.201059266667,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/01212385d5369b1cf56e68bed1ef1fafb0b7838159430b54ff3b569811c2887e/20972076.jpg,"[""Low-Carb"",""Low-Sodium""]","[""Dairy-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""chinese""]","[""lunch/dinner""]","[""main course""]"
Rhubarb & ginger crumble,BBC Good Food,https://www.bbcgoodfood.com/recipes/rhubarb-ginger-crumble,14,4574.014857142856,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/012249e11a91e5a0f03b85e50e45cda43194775432d9ba843f23a4a788d28336/21035361.jpg,"[""Low-Sodium""]","[""Vegetarian"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""desserts""]"
Nectarine Honey Jam,Spectacularly Delicious,http://spectacularlydelicious.com/2010/09/23/recipe-nectarine-honey-jam/,10,4269.355000000171,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/01245209296a7f1b3d101b9ba3c608eab72e7c3849d1a13b126f22a7eae99d5f/21081570.jpg,"[""Low-Fat"",""Low-Sodium""]","[""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""french""]","[""breakfast""]","[""condiments and sauces""]"
Tortellini With Chili-Tomato Sauce,food.com,http://www.food.com/recipe/tortellini-with-chili-tomato-sauce-367203,4,1305.761445449945,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/012588983bf28c1ac9f6243ce8a0c0a2311abc3f6ea511b592f34c70c8da3cc8/21116315.jpg,"[""High-Fiber""]","[""Egg-Free"",""Peanut-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""main course""]"
Chopped Steak,Allrecipes,https://www.allrecipes.com/recipe/256356/chopped-steak,4,2100.78893,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0128b87ee0928062e630d23c6e5d9b7722efa660f627ce154da5f00ee50133f1/21067297.jpg,"[""Low-Carb""]","[""Dairy-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Shellfish-Free""]","[""Sulfites""]","[""french""]","[""lunch/dinner""]","[""main course""]"
"Baby Iceberg Wedge Salad With Chilled Shrimp, Mint & Green Goddess",San Francisco Gate,http://www.sfgate.com/food/recipes/detail.html?rid=18293&sorig=qs,6,1082.711883,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/012d8c1d9e21c3393b5175cd2125a8b6b0c6990302568f5f9f6f2d0df033ed39/21079867.jpg,"[""Low-Carb""]","[""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""salad""]"
Roasted Leg of Lamb,eatsmarter.com,https://eatsmarter.com/recipes/roasted-leg-of-lamb-1,6,7179.174443999999,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/012d8f47b2b8f7f2eca40fd8c936adf1891d95bbae4b1c84d6ed1af93e2ecf55/21131227.jpg,"[""Low-Carb""]","[""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""chinese""]","[""lunch/dinner""]","[""main course""]"
Vegan Peanut Butter Miso Caramel Corn,fragrantvanilla.com,http://www.fragrantvanilla.com/vegan-peanut-butter-miso-caramel-corn/,6,1686.369333333333,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/012daa5e5a2050da9f20cba5f546ee7367d519085f0f41a5259bbd31aad1c8a7/21109657.jpg,"[""Low-Sodium""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Fish-Free"",""Shellfish-Free""]","[""Gluten"",""Wheat"",""Sulfites""]","[""american""]","[""snack""]","[""desserts""]"
